Filename,Format,Size,Created,Modified,Accessed,Parsed Date/Time,Formatted Date,Location,District,Latitude,Longitude,Cloudcover (%),Precipitation (mm),Humidity (%),Windspeed (km/h),Weathercode,Weather Description,Image Type,Flight ID,Sequence Number
DJI_20231216165225_0120_D_000171.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.700136,2024-12-17 12:05:23,2025-06-28 19:04:32.623240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000171
DJI_20231216171115_0123_D_000069.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.736136,2024-12-17 12:05:48,2025-06-28 19:04:32.623240,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000069
DJI_20231216170023_0121_D_000177.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.312136,2024-12-17 12:05:23,2025-06-28 19:04:32.623240,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000177
DJI_20231216170023_0121_D_000045.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.204136,2024-12-17 12:06:19,2025-06-28 19:04:32.623240,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000045
DJI_20231218173024_0104_D_000094.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.324136,2024-11-02 16:14:36,2025-06-28 19:04:32.623240,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000094
DJI_20231216165225_0120_D_000179.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.740136,2024-12-17 12:05:19,2025-06-28 19:04:32.623240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000179
DJI_20231216171115_0123_D_000183.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.068136,2024-12-17 12:06:15,2025-06-28 19:04:32.623240,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000183
DJI_20231216171115_0123_D_000166.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.048136,2024-12-17 12:05:25,2025-06-28 19:04:32.623240,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000166
DJI_20231218173024_0104_D_000195.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.592136,2024-11-02 16:17:16,2025-06-28 19:04:32.623240,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000195
DJI_20231216165225_0120_D_000192.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.800136,2024-12-17 12:05:16,2025-06-28 19:04:32.627240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000192
DJI_20231218173024_0104_D_000178.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.568136,2024-11-02 16:16:50,2025-06-28 19:04:32.627240,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000178
DJI_20231216170023_0121_D_000022.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.120136,2024-12-17 12:06:28,2025-06-28 19:04:32.627240,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000022
DJI_20231216165225_0120_D_000186.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.780136,2024-12-17 12:05:19,2025-06-28 19:04:32.627240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000186
DJI_20231218173024_0104_D_000089.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.308136,2024-11-02 16:14:28,2025-06-28 19:04:32.627240,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000089
DJI_20231216171115_0123_D_000111.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.852136,2024-12-17 12:05:35,2025-06-28 19:04:32.627240,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000111
DJI_20231216165225_0120_D_000180.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.748136,2024-12-17 12:05:23,2025-06-28 19:04:32.627240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000180
DJI_20231216170549_0122_D_000233.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.152136,2024-12-17 12:06:01,2025-06-28 19:04:32.627240,2023-12-16 17:05:49,"Saturday, December 16, 2023 at 05:05:49 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0122,000233
DJI_20231216170549_0122_D_000293.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.328136,2024-12-17 12:05:08,2025-06-28 19:04:32.627240,2023-12-16 17:05:49,"Saturday, December 16, 2023 at 05:05:49 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0122,000293
DJI_20231216170549_0122_D_000184.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.944136,2024-12-17 12:05:18,2025-06-28 19:04:32.627240,2023-12-16 17:05:49,"Saturday, December 16, 2023 at 05:05:49 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0122,000184
DJI_20231216165225_0120_D_000042.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.132136,2024-12-17 12:06:23,2025-06-28 19:04:32.627240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000042
DJI_20231216171115_0123_D_000173.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.052136,2024-12-17 12:06:11,2025-06-28 19:04:32.627240,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000173
DJI_20231216165225_0120_D_000208.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.872136,2024-12-17 12:05:13,2025-06-28 19:04:32.627240,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000208
DJI_20231216170549_0122_D_000225.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.120136,2024-12-17 12:06:00,2025-06-28 19:04:32.627240,2023-12-16 17:05:49,"Saturday, December 16, 2023 at 05:05:49 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0122,000225
DJI_20231216170549_0122_D_000324.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.504136,2024-12-17 12:04:58,2025-06-28 19:04:32.627240,2023-12-16 17:05:49,"Saturday, December 16, 2023 at 05:05:49 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0122,000324
DJI_20231216171115_0123_D_000014.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.564136,2024-12-17 12:05:47,2025-06-28 19:04:32.627240,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000014
DJI_20231218173024_0104_D_000135.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.452136,2024-11-02 16:15:42,2025-06-28 19:04:32.627240,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000135
DJI_20231216171115_0123_D_000094.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.808136,2024-12-17 12:05:45,2025-06-28 19:04:32.631241,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000094
DJI_20231216170023_0121_D_000323.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.448136,2024-12-17 12:05:00,2025-06-28 19:04:32.631241,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000323
DJI_20231216171115_0123_D_000025.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.608136,2024-12-17 12:05:47,2025-06-28 19:04:32.631241,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000025
DJI_20231216165225_0120_D_000267.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.044136,2024-12-17 12:05:57,2025-06-28 19:04:32.631241,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000267
DJI_20231216170023_0121_D_000041.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.180136,2024-12-17 12:06:23,2025-06-28 19:04:32.631241,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000041
DJI_20231216170023_0121_D_000216.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.344136,2024-12-17 12:06:09,2025-06-28 19:04:32.631241,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000216
DJI_20231216171115_0123_D_000108.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.840136,2024-12-17 12:05:35,2025-06-28 19:04:32.631241,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000108
DJI_20231218173024_0104_D_000112.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.400136,2024-11-02 16:15:06,2025-06-28 19:04:32.631241,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000112
DJI_20231216170023_0121_D_000010.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.088136,2024-12-17 12:06:29,2025-06-28 19:04:32.631241,2023-12-16 17:00:23,"Saturday, December 16, 2023 at 05:00:23 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0121,000010
DJI_20231216171115_0123_D_000162.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.032136,2024-12-17 12:05:25,2025-06-28 19:04:32.631241,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000162
DJI_20231216165225_0120_D_000212.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.892136,2024-12-17 12:05:10,2025-06-28 19:04:32.631241,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000212
DJI_20231216171115_0123_D_000035.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:16.636136,2024-12-17 12:06:26,2025-06-28 19:04:32.631241,2023-12-16 17:11:15,"Saturday, December 16, 2023 at 05:11:15 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0123,000035
DJI_20231218173024_0104_D_000072.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.236136,2024-11-02 16:14:02,2025-06-28 19:04:32.631241,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000072
DJI_20231216165225_0120_D_000177.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.732136,2024-12-17 12:05:22,2025-06-28 19:04:32.631241,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000177
DJI_20231216165225_0120_D_000226.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:14.952136,2024-12-17 12:06:03,2025-06-28 19:04:32.631241,2023-12-16 16:52:25,"Saturday, December 16, 2023 at 04:52:25 PM",Banawadi,Satara,17.3179823,74.1943023,1,0.0,74,10.4,0,Clear sky,Mosaic,0120,000226
DJI_20231218173024_0104_D_000141.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:17.480136,2024-11-02 16:15:52,2025-06-28 19:04:32.631241,2023-12-18 17:30:24,"Monday, December 18, 2023 at 05:30:24 PM",Banawadi,Satara,17.3179823,74.1943023,100,0.0,66,11.7,3,Overcast/Cloudy,Mosaic,0104,000141
DJI_20231216170549_0122_D_000042.jpg,JPEG,"(3840, 2160)",2025-06-27 14:35:15.588136,2024-12-17 12:06:21,2025-06-28 19:04:32.635241,2023-12-16 17:05:49,"Saturday, December 16, 2023 at 05:05:49 PM",Banawadi,Satara,17.3179823,74.1943023,0,0.0,74,11.0,0,Clear sky,Mosaic,0122,000042
